City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
235,Shankargarh,IN,2022-07-31 04:20:40,25.1833,81.6167,91.63,53,100,9.06
236,Kano,NG,2022-07-31 04:16:45,12.0001,8.5167,71.73,83,100,9.57
237,Kovdor,RU,2022-07-31 04:20:40,67.5662,30.4758,51.01,96,100,3.04
238,Broken Hill,AU,2022-07-31 04:20:40,-31.95,141.4333,57.09,50,100,22.7
239,Padang,ID,2022-07-31 04:20:41,-0.9492,100.3543,86.05,66,21,4.81
240,Xinmin,CN,2022-07-31 04:20:41,41.9908,122.8253,85.59,71,4,9.53
241,Husavik,IS,2022-07-31 04:20:42,66.0449,-17.3389,43.86,91,100,20.27
242,Mwinilunga,ZM,2022-07-31 04:20:42,-11.7358,24.4293,53.55,50,2,2.53
243,Kalmunai,LK,2022-07-31 04:20:42,7.4167,81.8167,83.39,69,100,1.61
244,Guerrero Negro,MX,2022-07-31 04:20:43,27.9769,-114.0611,70.5,77,5,12.91
245,Mumbwa,ZM,2022-07-31 04:20:43,-14.9783,27.0619,52.65,54,0,4.07
246,Burgdorf,DE,2022-07-31 04:20:43,52.4463,10.0064,65.1,92,89,1.01
247,Camacha,PT,2022-07-31 04:20:44,33.0833,-16.3333,67.42,73,40,10.36
248,Hambantota,LK,2022-07-31 04:20:44,6.1241,81.1185,83.79,70,73,14.45
249,Rosetta,EG,2022-07-31 04:20:44,31.4044,30.4164,78.75,70,3,12.59
250,Okitipupa,NG,2022-07-31 04:20:45,6.5047,4.7839,71.96,96,100,2.86
251,Camabatela,AO,2022-07-31 04:20:45,-8.1881,15.375,57.2,90,75,5.41
252,Sidi Ali,DZ,2022-07-31 04:20:45,36.0998,0.4206,82.83,44,61,5.23
253,Olga,RU,2022-07-31 04:20:46,43.7444,135.2892,82.74,72,100,4.12
254,Henties Bay,NA,2022-07-31 04:20:46,-22.116,14.2845,54.45,82,60,7.43
255,Tomatlan,MX,2022-07-31 04:20:46,19.9333,-105.25,77.4,85,100,2.21
256,Prieska,ZA,2022-07-31 04:20:47,-29.6641,22.7474,41.04,53,2,5.26
257,Oyama,JP,2022-07-31 04:20:47,36.3,139.8,98.58,41,22,1.95
258,Lorengau,PG,2022-07-31 04:20:47,-2.0226,147.2712,85.39,64,85,11.18
259,West Wendover,US,2022-07-31 04:20:48,40.7391,-114.0733,83.41,18,0,5.75
260,Zvishavane,ZW,2022-07-31 04:20:48,-20.3267,30.0665,52.5,32,0,2.71
261,Saint Anthony,US,2022-07-31 04:20:49,45.0205,-93.218,76.93,67,0,9.22
262,Chokurdakh,RU,2022-07-31 04:20:49,70.6333,147.9167,71.24,38,3,6.76
263,Shingu,JP,2022-07-31 04:20:49,33.7333,135.9833,88.25,61,37,7.92
264,Vila Franca Do Campo,PT,2022-07-31 04:20:50,37.7167,-25.4333,68.41,85,26,5.32
265,Iberia,US,2022-07-31 04:20:50,29.9502,-91.7507,78.96,83,0,5.75
266,Naze,JP,2022-07-31 04:20:50,28.3667,129.4833,85.12,86,91,31.32
267,Nizhniy Kuranakh,RU,2022-07-31 04:20:51,58.8353,125.4869,84.61,41,100,8.12
268,Jaque,PA,2022-07-31 04:20:51,7.5175,-78.1703,79.45,87,100,2.98
269,Mbanza-Ngungu,CD,2022-07-31 04:20:52,-5.25,14.8667,62.64,87,31,8.43
270,Arlit,NE,2022-07-31 04:20:52,18.7369,7.3853,89.73,20,19,13.33
271,Half Moon Bay,US,2022-07-31 04:20:52,37.4636,-122.4286,66.61,89,100,16.11
272,Kolpashevo,RU,2022-07-31 04:20:53,58.3131,82.9089,70.43,77,100,9.57
273,Jhalida,IN,2022-07-31 04:21:53,23.3667,85.9667,91.31,51,96,7.4
274,Yarada,IN,2022-07-31 04:21:53,17.65,83.2667,84.52,84,75,9.22
275,Clyde River,CA,2022-07-31 04:21:54,70.4692,-68.5914,35.83,100,100,12.66
276,Eyl,SO,2022-07-31 04:21:54,7.9803,49.8164,77.49,66,100,22.17
277,De-Kastri,RU,2022-07-31 04:21:55,51.4667,140.7833,61.74,74,100,4.68
278,Pokosnoye,RU,2022-07-31 04:21:55,55.5258,101.0536,65.84,85,100,14.56
279,Kaseda,JP,2022-07-31 04:17:12,31.4167,130.3167,84.58,81,36,23.82
280,Chistogorskiy,RU,2022-07-31 04:21:55,53.9835,87.3843,67.28,95,99,1.72
281,Santa Cruz,BO,2022-07-31 04:21:56,-17.8,-63.1667,67.46,56,100,5.75
282,Olafsvik,IS,2022-07-31 04:21:56,64.8945,-23.7142,48.51,76,4,7.16
283,Kidal,ML,2022-07-31 04:21:56,18.4411,1.4078,85.5,41,58,7.09
284,Zholymbet,KZ,2022-07-31 04:21:57,51.7433,71.7122,66.94,66,100,10.78
285,Hasaki,JP,2022-07-31 04:21:57,35.7333,140.8333,102.29,69,2,8.61
286,Trincomalee,LK,2022-07-31 04:21:57,8.5711,81.2335,82.29,74,100,10.42
287,Ibra,OM,2022-07-31 04:21:58,22.6906,58.5334,81.73,62,85,2.21
288,Porirua,NZ,2022-07-31 04:21:58,-41.1333,174.85,49.84,76,100,8.95
289,Cockburn Town,TC,2022-07-31 04:21:14,21.4612,-71.1419,82.09,86,34,24.14
290,Kapra,IN,2022-07-31 04:21:58,17.4846,78.561,81.3,94,20,1.14
291,Bukachacha,RU,2022-07-31 04:21:59,52.9833,116.9167,75.99,44,76,8.23
292,Korem,ET,2022-07-31 04:21:59,12.5058,39.5228,58.28,77,85,6.76
293,Bemidji,US,2022-07-31 04:22:00,47.4736,-94.8803,73.9,68,0,4.61
